slug,categoria,regiao_codigo,regiao,local,endereco,data,hora_inicio,hora_fim,atracao,djs_intervalo,inicio_iso,fim_iso
quitanda-centro-2026-05-24-01-00-nos-combates-da-vida-nilze-carvalho,Palcos e Pistas,Centro,Centro,Quitanda Centro,"Centro - São Paulo, SP",2026-05-24,01:00,03:00,Nos Combates da Vida - Nilze Carvalho,,2026-05-24T01:00:00,2026-05-24T03:00:00
quitanda-centro-2026-05-24-03-00-choro-no-eixo-com-marcio-marinho-e-convidados,Palcos e Pistas,Centro,Centro,Quitanda Centro,"Centro - São Paulo, SP",2026-05-24,03:00,09:00,Choro no Eixo com Márcio Marinho e Convidados,,2026-05-24T03:00:00,2026-05-24T09:00:00
quitanda-centro-2026-05-24-09-00-silvia-goes-chorando-a-vontade,Palcos e Pistas,Centro,Centro,Quitanda Centro,"Centro - São Paulo, SP",2026-05-24,09:00,11:00,Silvia Goes Chorando à Vontade,,2026-05-24T09:00:00,2026-05-24T11:00:00
quitanda-centro-2026-05-24-11-00-regional-uirapuru,Palcos e Pistas,Centro,Centro,Quitanda Centro,"Centro - São Paulo, SP",2026-05-24,11:00,12:00,Regional Uirapuru,,2026-05-24T11:00:00,2026-05-24T12:00:00
pista-cine-arouche-2026-05-23-18-00-bogota,Palcos e Pistas,Centro,Centro,Pista Cine Arouche,"Largo do Arouche, 438 - Centro",2026-05-23,18:00,12:00,Bogota,,2026-05-23T18:00:00,2026-05-24T12:00:00
pista-cine-arouche-2026-05-24-12-00-coletiva-cesta-de-versoes,Palcos e Pistas,Centro,Centro,Pista Cine Arouche,"Largo do Arouche, 438 - Centro",2026-05-24,12:00,13:00,Coletiva Cesta de versões,,2026-05-24T12:00:00,2026-05-24T13:00:00
pista-forro-2026-05-23-19-00-maha-brasil,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-23,19:00,20:00,Maha Brasil,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-23T19:00:00,2026-05-23T20:00:00
pista-forro-2026-05-23-20-00-tanaka-do-pife,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-23,20:00,21:30,Tanaka do Pife,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-23T20:00:00,2026-05-23T21:30:00
pista-forro-2026-05-23-21-30-trio-sabia,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-23,21:30,00:00,Trio Sabiá,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-23T21:30:00,2026-05-24T00:00:00
pista-forro-2026-05-24-00-00-enok-virgulino,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,00:00,02:30,Enok Virgulino,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T00:00:00,2026-05-24T02:30:00
pista-forro-2026-05-24-02-30-diana-do-sertao,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,02:30,03:30,Diana do Sertão,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T02:30:00,2026-05-24T03:30:00
pista-forro-2026-05-24-03-30-nicolas-krassik,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,03:30,05:00,Nicolas Krassik,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T03:30:00,2026-05-24T05:00:00
pista-forro-2026-05-24-05-00-coisa-de-ze,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,05:00,08:00,Coisa de Zé,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T05:00:00,2026-05-24T08:00:00
pista-forro-2026-05-24-08-00-tiziu-do-araripe,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,08:00,11:00,Tiziu do Araripe,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T08:00:00,2026-05-24T11:00:00
pista-forro-2026-05-24-11-00-diego-oliveira,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,11:00,13:30,Diego Oliveira,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T11:00:00,2026-05-24T13:30:00
pista-forro-2026-05-24-13-30-nando-do-acordeon,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,13:30,14:30,Nando do Acordeon,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T13:30:00,2026-05-24T14:30:00
pista-forro-2026-05-24-14-30-teo-dos-8-baixos,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,14:30,16:00,Téo dos 8 Baixos,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T14:30:00,2026-05-24T16:00:00
pista-forro-2026-05-24-16-00-trio-macaiba,Palcos e Pistas,Centro,Centro,Pista Forró,"Centro - São Paulo, SP",2026-05-24,16:00,17:00,Trio Macaíba,"DJ Rata, DJ Jad e Discoteca Forró Veneno",2026-05-24T16:00:00,2026-05-24T17:00:00
pista-largo-do-cafe-2026-05-23-18-00-escola-de-misterios,Palcos e Pistas,Centro,Centro,Pista Largo do Café,"Largo do Café s/n, Centro",2026-05-23,18:00,00:00,Escola de Mistérios,,2026-05-23T18:00:00,2026-05-24T00:00:00
pista-largo-do-cafe-2026-05-24-00-00-pista-quente,Palcos e Pistas,Centro,Centro,Pista Largo do Café,"Largo do Café s/n, Centro",2026-05-24,00:00,06:00,Pista Quente,,2026-05-24T00:00:00,2026-05-24T06:00:00
pista-largo-do-cafe-2026-05-24-06-00-mareh,Palcos e Pistas,Centro,Centro,Pista Largo do Café,"Largo do Café s/n, Centro",2026-05-24,06:00,12:00,Mareh,,2026-05-24T06:00:00,2026-05-24T12:00:00
pista-largo-do-cafe-2026-05-24-12-00-veraneio,Palcos e Pistas,Centro,Centro,Pista Largo do Café,"Largo do Café s/n, Centro",2026-05-24,12:00,13:00,Veraneio,,2026-05-24T12:00:00,2026-05-24T13:00:00
republica-2026-05-23-18-00-coisas-supremas-allan-abbadia,Palcos e Pistas,Centro,Centro,República,"Praça da República, São Paulo - SP",2026-05-23,18:00,20:30,Coisas Supremas - Allan Abbadia,,2026-05-23T18:00:00,2026-05-23T20:30:00
republica-2026-05-23-20-30-jazz-sabbath-uk,Palcos e Pistas,Centro,Centro,República,"Praça da República, São Paulo - SP",2026-05-23,20:30,23:00,Jazz Sabbath (UK),,2026-05-23T20:30:00,2026-05-23T23:00:00
republica-2026-05-23-23-00-el-leon-pardo,Palcos e Pistas,Centro,Centro,República,"Praça da República, São Paulo - SP",2026-05-23,23:00,05:30,El Léon Pardo,,2026-05-23T23:00:00,2026-05-24T05:30:00
republica-2026-05-24-05-30-coletivo-superjazz-convida-bocato-e-reginaldo-16,Palcos e Pistas,Centro,Centro,República,"Praça da República, São Paulo - SP",2026-05-24,05:30,14:00,Coletivo Superjazz convida Bocato e Reginaldo 16,,2026-05-24T05:30:00,2026-05-24T14:00:00
republica-2026-05-24-14-00-the-mississippi-divas-eua,Palcos e Pistas,Centro,Centro,República,"Praça da República, São Paulo - SP",2026-05-24,14:00,16:00,The Mississippi Divas (EUA),,2026-05-24T14:00:00,2026-05-24T16:00:00
republica-2026-05-24-16-00-blues-etilicos,Palcos e Pistas,Centro,Centro,República,"Praça da República, São Paulo - SP",2026-05-24,16:00,18:00,Blues Etílicos,,2026-05-24T16:00:00,2026-05-24T18:00:00
republica-2026-05-24-18-00-banda-ira,Palcos e Pistas,Centro,Centro,República,"Praça da República, São Paulo - SP",2026-05-24,18:00,19:00,Banda Ira!,,2026-05-24T18:00:00,2026-05-24T19:00:00
revelando-na-se-2026-05-23-21-00-doroty-marques,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-23,21:00,23:00,Doroty Marques,,2026-05-23T21:00:00,2026-05-23T23:00:00
revelando-na-se-2026-05-23-23-00-tarancon,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-23,23:00,01:00,Tarancón,,2026-05-23T23:00:00,2026-05-24T01:00:00
revelando-na-se-2026-05-24-01-00-ze-geraldo,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-24,01:00,03:00,Zé Geraldo,,2026-05-24T01:00:00,2026-05-24T03:00:00
revelando-na-se-2026-05-24-03-00-cordel-do-fogo-encantado,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-24,03:00,05:00,Cordel do Fogo Encantado,,2026-05-24T03:00:00,2026-05-24T05:00:00
revelando-na-se-2026-05-24-05-00-mariana-aydar,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-24,05:00,12:00,Mariana Aydar,,2026-05-24T05:00:00,2026-05-24T12:00:00
revelando-na-se-2026-05-24-12-00-semblanzas-del-rio-guapi,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-24,12:00,14:00,Semblanzas del Rio Guapi,,2026-05-24T12:00:00,2026-05-24T14:00:00
revelando-na-se-2026-05-24-14-00-mario-lucio,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-24,14:00,16:00,Mario Lucio,,2026-05-24T14:00:00,2026-05-24T16:00:00
revelando-na-se-2026-05-24-16-00-edil-pacheco,Palcos e Pistas,Centro,Centro,Revelando na Sé,Praça Clóvis Beviláqua - Sé,2026-05-24,16:00,17:00,Edil Pacheco,,2026-05-24T16:00:00,2026-05-24T17:00:00
theatro-municipal-2026-05-23-18-00-eduardo-araujo-e-anjo-gabriel-sou-filho-deste-chao-1976,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-23,18:00,21:00,Eduardo Araújo e Anjo Gabriel - Sou Filho Deste Chão 1976,,2026-05-23T18:00:00,2026-05-23T21:00:00
theatro-municipal-2026-05-23-21-00-evinha-cartao-postal-1971,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-23,21:00,00:00,Evinha - Cartão Postal 1971,,2026-05-23T21:00:00,2026-05-24T00:00:00
theatro-municipal-2026-05-24-00-00-claudya-deixa-eu-dizer-1973,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-24,00:00,03:00,Claudya - Deixa eu Dizer 1973,,2026-05-24T00:00:00,2026-05-24T03:00:00
theatro-municipal-2026-05-24-03-00-fausto-fawcett-e-os-robos-efemeros-1987,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-24,03:00,06:00,Fausto Fawcett e os Robôs Efêmeros 1987,,2026-05-24T03:00:00,2026-05-24T06:00:00
theatro-municipal-2026-05-24-06-00-mundo-livre-s-a-samba-esquema-noise-1994,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-24,06:00,09:00,Mundo Livre S/A - Samba Esquema Noise 1994,,2026-05-24T06:00:00,2026-05-24T09:00:00
theatro-municipal-2026-05-24-09-00-as-mercenarias-cade-as-armas-1986,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-24,09:00,12:00,As Mercenárias - Cadê as Armas 1986,,2026-05-24T09:00:00,2026-05-24T12:00:00
theatro-municipal-2026-05-24-12-00-di-melo-di-melo-1975,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-24,12:00,18:00,Di Melo - Di Melo 1975,,2026-05-24T12:00:00,2026-05-24T18:00:00
theatro-municipal-2026-05-24-18-00-baile-do-simonal-mexico-70,Palcos e Pistas,Centro,Centro,Theatro Municipal,"Praça Ramos de Azevedo, s/n - República",2026-05-24,18:00,19:00,Baile do Simonal - México 70,,2026-05-24T18:00:00,2026-05-24T19:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-23-18-00-dj-douglas-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-23,18:00,20:00,Dj Douglas na Kombi do DJ,,2026-05-23T18:00:00,2026-05-23T20:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-23-20-00-dj-marina-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-23,20:00,22:00,Dj Marina na Kombi do DJ,,2026-05-23T20:00:00,2026-05-23T22:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-23-22-00-dj-rato-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-23,22:00,00:00,Dj Rato na Kombi do DJ,,2026-05-23T22:00:00,2026-05-24T00:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-00-00-dj-grand-master-ney-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,00:00,02:00,Dj Grand Master Ney na Kombi do DJ,,2026-05-24T00:00:00,2026-05-24T02:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-02-00-dj-vini-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,02:00,04:00,Dj Vini na Kombi do DJ,,2026-05-24T02:00:00,2026-05-24T04:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-04-00-dj-tanio-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,04:00,06:00,Dj Tanio na Kombi do DJ,,2026-05-24T04:00:00,2026-05-24T06:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-06-00-dj-paulinho-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,06:00,08:00,Dj Paulinho na Kombi do DJ,,2026-05-24T06:00:00,2026-05-24T08:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-08-00-dj-gudera-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,08:00,10:00,Dj Gudera na Kombi do DJ,,2026-05-24T08:00:00,2026-05-24T10:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-10-00-dj-guizera-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,10:00,12:00,Dj Guizera na Kombi do DJ,,2026-05-24T10:00:00,2026-05-24T12:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-12-00-dj-rata-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,12:00,14:00,Dj Rata na Kombi do DJ,,2026-05-24T12:00:00,2026-05-24T14:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-14-00-dj-magoo-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,14:00,16:00,Dj Magoo na Kombi do DJ,,2026-05-24T14:00:00,2026-05-24T16:00:00
xavier-de-toledo-discoteca-movel-oneyda-alvarenga-2026-05-24-16-00-dj-marcio-na-kombi-do-dj,Palcos e Pistas,Centro,Centro,Xavier de Toledo - Discoteca Móvel Oneyda Alvarenga,"R. Cel. Xavier de Toledo, 161 a 280 - Consolação",2026-05-24,16:00,17:00,Dj Márcio na Kombi do DJ,,2026-05-24T16:00:00,2026-05-24T17:00:00
republica-coreto-2026-05-24-00-00-cortejo-da-fanfarra-xamego,Palcos e Pistas,Centro,Centro,República - Coreto,"Praça da República, São Paulo - SP",2026-05-24,00:00,00:00,Cortejo da Fanfarra Xamego,,2026-05-24T00:00:00,2026-05-24T00:00:00
republica-coreto-2026-05-24-00-00-cortejo-das-manas,Palcos e Pistas,Centro,Centro,República - Coreto,"Praça da República, São Paulo - SP",2026-05-24,00:00,01:00,Cortejo das Manas,,2026-05-24T00:00:00,2026-05-24T01:00:00
palco-belem-2026-05-24-09-40-coral-ad-belem,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Belém,"Largo São José do Belém, 108 - Belenzinho",2026-05-24,09:40,12:30,Coral AD Belém,,2026-05-24T09:40:00,2026-05-24T12:30:00
palco-belem-2026-05-24-12-30-marcados,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Belém,"Largo São José do Belém, 108 - Belenzinho",2026-05-24,12:30,14:00,Marcados,,2026-05-24T12:30:00,2026-05-24T14:00:00
palco-belem-2026-05-24-14-00-cassiane,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Belém,"Largo São José do Belém, 108 - Belenzinho",2026-05-24,14:00,15:20,Cassiane,,2026-05-24T14:00:00,2026-05-24T15:20:00
palco-belem-2026-05-24-15-20-eyshila,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Belém,"Largo São José do Belém, 108 - Belenzinho",2026-05-24,15:20,16:40,Eyshila,,2026-05-24T15:20:00,2026-05-24T16:40:00
palco-belem-2026-05-24-16-40-sarah-farias,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Belém,"Largo São José do Belém, 108 - Belenzinho",2026-05-24,16:40,17:50,Sarah Farias,,2026-05-24T16:40:00,2026-05-24T17:50:00
palco-belem-2026-05-24-17-50-ton-carfi,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Belém,"Largo São José do Belém, 108 - Belenzinho",2026-05-24,17:50,18:50,Ton Carfi,,2026-05-24T17:50:00,2026-05-24T18:50:00
palco-cidade-tiradentes-2026-05-23-17-00-cris-estilo-negona,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-23,17:00,18:00,Cris Estilo Negona,,2026-05-23T17:00:00,2026-05-23T18:00:00
palco-cidade-tiradentes-2026-05-23-18-00-dj-wjay,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-23,18:00,21:30,DJ WJay,,2026-05-23T18:00:00,2026-05-23T21:30:00
palco-cidade-tiradentes-2026-05-23-21-30-yunk-vino,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-23,21:30,00:00,Yunk Vino,,2026-05-23T21:30:00,2026-05-24T00:00:00
palco-cidade-tiradentes-2026-05-24-00-00-dj-wjay,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-24,00:00,10:00,DJ WJay,,2026-05-24T00:00:00,2026-05-24T10:00:00
palco-cidade-tiradentes-2026-05-24-10-00-nego-max,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-24,10:00,12:00,Nego Max,,2026-05-24T10:00:00,2026-05-24T12:00:00
palco-cidade-tiradentes-2026-05-24-12-00-neto-trindade,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-24,12:00,14:30,Neto Trindade,,2026-05-24T12:00:00,2026-05-24T14:30:00
palco-cidade-tiradentes-2026-05-24-14-30-junior-marques,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-24,14:30,16:30,Junior Marques,,2026-05-24T14:30:00,2026-05-24T16:30:00
palco-cidade-tiradentes-2026-05-24-16-30-sambo,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Cidade Tiradentes,"Rua Inácio Monteiro, 6900 - Conjunto Habitacional Sítio Conceição",2026-05-24,16:30,17:30,Sambô,,2026-05-24T16:30:00,2026-05-24T17:30:00
palco-guaianases-2026-05-23-17-00-poder-belico-da-favela,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-23,17:00,18:00,Poder Bélico da Favela,,2026-05-23T17:00:00,2026-05-23T18:00:00
palco-guaianases-2026-05-23-18-00-dj-rogeriao,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-23,18:00,19:30,Dj Rogerião,,2026-05-23T18:00:00,2026-05-23T19:30:00
palco-guaianases-2026-05-23-19-30-vitor-kley,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-23,19:30,00:00,Vitor Kley,,2026-05-23T19:30:00,2026-05-24T00:00:00
palco-guaianases-2026-05-24-00-00-dj-rogeriao,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-24,00:00,10:00,Dj Rogerião,,2026-05-24T00:00:00,2026-05-24T10:00:00
palco-guaianases-2026-05-24-10-00-quelynah,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-24,10:00,12:00,Quelynah,,2026-05-24T10:00:00,2026-05-24T12:00:00
palco-guaianases-2026-05-24-12-00-doce-encontro,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-24,12:00,14:30,Doce Encontro,,2026-05-24T12:00:00,2026-05-24T14:30:00
palco-guaianases-2026-05-24-14-30-sofia-brasil,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-24,14:30,16:30,Sofia Brasil,,2026-05-24T14:30:00,2026-05-24T16:30:00
palco-guaianases-2026-05-24-16-30-michel-telo,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Guaianases,"Av. Ribeirão Itaquera, 67 - Vila Princesa Isabel",2026-05-24,16:30,17:30,Michel Teló,,2026-05-24T16:30:00,2026-05-24T17:30:00
palco-sao-miguel-paulista-2026-05-23-16-00-expressao-regueira,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-23,16:00,17:00,Expressão Regueira,,2026-05-23T16:00:00,2026-05-23T17:00:00
palco-sao-miguel-paulista-2026-05-23-17-00-quinta-rasta,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-23,17:00,18:00,Quinta Rasta,,2026-05-23T17:00:00,2026-05-23T18:00:00
palco-sao-miguel-paulista-2026-05-23-18-00-dj-amanda-lig,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-23,18:00,19:30,DJ Amanda Lig,,2026-05-23T18:00:00,2026-05-23T19:30:00
palco-sao-miguel-paulista-2026-05-23-19-30-western-standard-time-ska-orchestra,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-23,19:30,21:30,Western Standard Time Ska Orchestra,,2026-05-23T19:30:00,2026-05-23T21:30:00
palco-sao-miguel-paulista-2026-05-23-21-30-djavu,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-23,21:30,00:00,Djavu,,2026-05-23T21:30:00,2026-05-24T00:00:00
palco-sao-miguel-paulista-2026-05-24-00-00-dj-amanda-lig,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-24,00:00,10:00,DJ Amanda Lig,,2026-05-24T00:00:00,2026-05-24T10:00:00
palco-sao-miguel-paulista-2026-05-24-10-00-arthur-freestyle,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-24,10:00,12:00,Arthur Freestyle,,2026-05-24T10:00:00,2026-05-24T12:00:00
palco-sao-miguel-paulista-2026-05-24-12-00-leo-maia,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-24,12:00,14:30,Léo Maia,,2026-05-24T12:00:00,2026-05-24T14:30:00
palco-sao-miguel-paulista-2026-05-24-14-30-latino,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-24,14:30,16:30,Latino,,2026-05-24T14:30:00,2026-05-24T16:30:00
palco-sao-miguel-paulista-2026-05-24-16-30-luisa-sonza,Palcos e Pistas,Palcos ZL,Zona Leste,Palco São Miguel Paulista,"Av. Dep. Dr. José A. Pinotti, 80 - Cidade Nova São Miguel",2026-05-24,16:30,17:30,Luisa Sonza,,2026-05-24T16:30:00,2026-05-24T17:30:00
palco-sapopemba-2026-05-23-17-00-barra-da-saia,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Sapopemba,"Av. Arquiteto Vilanova Artigas, 3547 - Conj. Hab. Teotônio",2026-05-23,17:00,18:00,Barra da Saia,,2026-05-23T17:00:00,2026-05-23T18:00:00
palco-sapopemba-2026-05-23-18-00-dj-cranmary,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Sapopemba,"Av. Arquiteto Vilanova Artigas, 3547 - Conj. Hab. Teotônio",2026-05-23,18:00,19:30,DJ Cranmary,,2026-05-23T18:00:00,2026-05-23T19:30:00
palco-sapopemba-2026-05-23-19-30-mv-bill,Palcos e Pistas,Palcos ZL,Zona Leste,Palco Sapopemba,"Av. Arquiteto Vilanova Artigas, 3547 - Conj. Hab. Teotônio",2026-05-23,19:30,21:30,MV Bill,,2026-05-23T19:30:00,2026-05-23T21:30:00
